OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive
8422,QUEBEC,QC,127,2021/06/18 12:00:00+00,373658,360973.0,194.0,11180,2.0,10139379.0,22628.0,1505.0,-69.0
8423,ONTARIO,ON,345,2021/06/18 12:00:00+00,541525,528421.0,624.0,8994,1.0,15676015.0,26643.0,4110.0,-280.0
8424,NORTHWEST TERRITORIES,NT,0,2021/06/18 12:00:00+00,128,128.0,0.0,0,0.0,24453.0,40.0,0.0,0.0
8425,REPATRIATED CDN,RC,0,2021/06/18 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8426,CANADA,CA,1016,2021/06/18 12:00:00+00,1407269,1368449.0,1652.0,26023,11.0,36659637.0,79364.0,12770.0,-647.0
8427,NUNAVUT,NU,0,2021/06/19 12:00:00+00,657,645.0,0.0,4,0.0,17520.0,0.0,8.0,0.0
8428,YUKON,YT,42,2021/06/19 12:00:00+00,187,100.0,9.0,3,0.0,10286.0,173.0,87.0,33.0
8429,PRINCE EDWARD ISLAND,PE,0,2021/06/19 12:00:00+00,206,206.0,0.0,0,0.0,166464.0,0.0,0.0,0.0
8430,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/19 12:00:00+00,1383,1350.0,0.0,7,0.0,156302.0,0.0,22.0,0.0
8431,NEW BRUNSWICK,NB,5,2021/06/19 12:00:00+00,2316,2215.0,4.0,45,0.0,356429.0,708.0,55.0,1.0
8432,BRITISH COLUMBIA,BC,0,2021/06/19 12:00:00+00,146902,143748.0,0.0,1740,0.0,2873426.0,0.0,1389.0,0.0
8433,NOVA SCOTIA,NS,5,2021/06/19 12:00:00+00,5789,5611.0,10.0,90,0.0,904584.0,4312.0,88.0,-5.0
8434,SASKATCHEWAN,SK,54,2021/06/19 12:00:00+00,48381,47059.0,57.0,562,0.0,899888.0,1802.0,760.0,-3.0
8435,ALBERTA,AB,127,2021/06/19 12:00:00+00,231259,226800.0,287.0,2289,6.0,4635380.0,5066.0,2170.0,-166.0
8436,MANITOBA,MB,140,2021/06/19 12:00:00+00,55238,51813.0,266.0,1118,3.0,813473.0,1901.0,2307.0,-129.0
8437,QUEBEC,QC,160,2021/06/19 12:00:00+00,373818,361160.0,187.0,11189,9.0,10159667.0,20288.0,1469.0,-36.0
8438,ONTARIO,ON,355,2021/06/19 12:00:00+00,541880,529002.0,581.0,9007,13.0,15701383.0,25368.0,3871.0,-239.0
8439,NORTHWEST TERRITORIES,NT,0,2021/06/19 12:00:00+00,128,128.0,0.0,0,0.0,24453.0,0.0,0.0,0.0
8440,REPATRIATED CDN,RC,0,2021/06/19 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8441,CANADA,CA,888,2021/06/19 12:00:00+00,1408157,1369850.0,1401.0,26054,31.0,36719255.0,59618.0,12226.0,-544.0
8457,NUNAVUT,NU,0,2021/06/20 12:00:00+00,657,645.0,0.0,4,0.0,17572.0,52.0,8.0,0.0
8458,YUKON,YT,0,2021/06/20 12:00:00+00,187,100.0,0.0,3,0.0,10286.0,0.0,87.0,0.0
8459,PRINCE EDWARD ISLAND,PE,0,2021/06/20 12:00:00+00,206,206.0,0.0,0,0.0,166464.0,0.0,0.0,0.0
8460,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/20 12:00:00+00,1383,1350.0,0.0,7,0.0,156302.0,0.0,22.0,0.0
8461,NEW BRUNSWICK,NB,2,2021/06/20 12:00:00+00,2318,2216.0,1.0,45,0.0,356934.0,505.0,56.0,1.0
8462,BRITISH COLUMBIA,BC,0,2021/06/20 12:00:00+00,146902,143748.0,0.0,1740,0.0,2873426.0,0.0,1389.0,0.0
8463,NOVA SCOTIA,NS,2,2021/06/20 12:00:00+00,5791,5618.0,7.0,90,0.0,908181.0,3597.0,83.0,-5.0
8464,SASKATCHEWAN,SK,60,2021/06/20 12:00:00+00,48441,47135.0,76.0,563,1.0,901272.0,1384.0,743.0,-17.0
8465,ALBERTA,AB,100,2021/06/20 12:00:00+00,231359,226942.0,142.0,2290,1.0,4640266.0,4886.0,2127.0,-43.0
8466,MANITOBA,MB,93,2021/06/20 12:00:00+00,55331,52041.0,228.0,1124,6.0,814968.0,1495.0,2166.0,-141.0
8467,QUEBEC,QC,103,2021/06/20 12:00:00+00,373921,361352.0,192.0,11191,2.0,10176012.0,16345.0,1378.0,-91.0
8468,ONTARIO,ON,318,2021/06/20 12:00:00+00,542198,529506.0,504.0,9019,12.0,15722446.0,21063.0,3673.0,-198.0
8469,NORTHWEST TERRITORIES,NT,0,2021/06/20 12:00:00+00,128,128.0,0.0,0,0.0,24453.0,0.0,0.0,0.0
8470,REPATRIATED CDN,RC,0,2021/06/20 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8471,CANADA,CA,678,2021/06/20 12:00:00+00,1408835,1371000.0,1150.0,26076,22.0,36768582.0,49327.0,11732.0,-494.0
8472,NUNAVUT,NU,0,2021/06/21 12:00:00+00,657,645.0,0.0,4,0.0,17629.0,57.0,8.0,0.0
8473,YUKON,YT,0,2021/06/21 12:00:00+00,187,100.0,0.0,3,0.0,10286.0,0.0,87.0,0.0
8474,PRINCE EDWARD ISLAND,PE,0,2021/06/21 12:00:00+00,206,206.0,0.0,0,0.0,166464.0,0.0,0.0,0.0
8475,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/21 12:00:00+00,1383,1350.0,0.0,7,0.0,156302.0,0.0,22.0,0.0
8476,NEW BRUNSWICK,NB,0,2021/06/21 12:00:00+00,2318,2218.0,2.0,45,0.0,357341.0,407.0,54.0,-2.0
8477,BRITISH COLUMBIA,BC,229,2021/06/21 12:00:00+00,147131,144153.0,405.0,1743,3.0,2873426.0,0.0,1204.0,-185.0
8478,NOVA SCOTIA,NS,0,2021/06/21 12:00:00+00,5791,5622.0,4.0,90,0.0,910785.0,2604.0,79.0,-4.0
8479,SASKATCHEWAN,SK,49,2021/06/21 12:00:00+00,48490,47214.0,79.0,565,2.0,902790.0,1518.0,711.0,-32.0
8480,ALBERTA,AB,60,2021/06/21 12:00:00+00,231419,227124.0,182.0,2292,2.0,4643107.0,2841.0,2003.0,-124.0
8481,MANITOBA,MB,74,2021/06/21 12:00:00+00,55405,52205.0,164.0,1125,1.0,816536.0,1568.0,2075.0,-91.0
8482,QUEBEC,QC,90,2021/06/21 12:00:00+00,374011,361521.0,169.0,11191,0.0,10192327.0,16315.0,1299.0,-79.0
8483,ONTARIO,ON,270,2021/06/21 12:00:00+00,542468,529992.0,486.0,9022,3.0,15736274.0,13828.0,3454.0,-219.0
8484,NORTHWEST TERRITORIES,NT,0,2021/06/21 12:00:00+00,128,128.0,0.0,0,0.0,24453.0,0.0,0.0,0.0
8485,REPATRIATED CDN,RC,0,2021/06/21 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8486,CANADA,CA,772,2021/06/21 12:00:00+00,1409607,1372491.0,1491.0,26087,11.0,36807720.0,39138.0,10996.0,-736.0
8487,NUNAVUT,NU,0,2021/06/22 12:00:00+00,657,653.0,8.0,4,0.0,17713.0,84.0,0.0,-8.0
8488,YUKON,YT,33,2021/06/22 12:00:00+00,220,125.0,25.0,3,0.0,10730.0,444.0,92.0,5.0
8489,PRINCE EDWARD ISLAND,PE,0,2021/06/22 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,2586.0,0.0,0.0
8490,NEWFOUNDLAND AND LABRADOR,NL,1,2021/06/22 12:00:00+00,1384,1360.0,10.0,7,0.0,157609.0,1307.0,13.0,-9.0
8491,NEW BRUNSWICK,NB,1,2021/06/22 12:00:00+00,2319,2224.0,6.0,45,0.0,358114.0,773.0,49.0,-5.0
8492,BRITISH COLUMBIA,BC,56,2021/06/22 12:00:00+00,147187,144263.0,110.0,1743,0.0,2884562.0,11136.0,1150.0,-54.0
8493,NOVA SCOTIA,NS,2,2021/06/22 12:00:00+00,5793,5627.0,5.0,92,2.0,914139.0,3354.0,74.0,-5.0
8494,SASKATCHEWAN,SK,15,2021/06/22 12:00:00+00,48505,47301.0,87.0,565,0.0,904060.0,1270.0,639.0,-72.0
8495,ALBERTA,AB,57,2021/06/22 12:00:00+00,231476,227413.0,289.0,2290,-2.0,4648134.0,5027.0,1773.0,-230.0
8496,MANITOBA,MB,62,2021/06/22 12:00:00+00,55467,52478.0,273.0,1129,4.0,817797.0,1261.0,1860.0,-215.0
8497,QUEBEC,QC,84,2021/06/22 12:00:00+00,374095,361675.0,154.0,11195,4.0,10208426.0,16099.0,1225.0,-74.0
8498,ONTARIO,ON,296,2021/06/22 12:00:00+00,542764,530434.0,442.0,9082,60.0,15753058.0,16784.0,3248.0,-206.0
8499,NORTHWEST TERRITORIES,NT,0,2021/06/22 12:00:00+00,128,128.0,0.0,0,0.0,24547.0,94.0,0.0,0.0
8500,REPATRIATED CDN,RC,0,2021/06/22 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8501,CANADA,CA,607,2021/06/22 12:00:00+00,1410214,1373900.0,1409.0,26155,68.0,36867939.0,60219.0,10123.0,-873.0
8502,NUNAVUT,NU,0,2021/06/23 12:00:00+00,657,653.0,0.0,4,0.0,17770.0,57.0,0.0,0.0
8503,YUKON,YT,0,2021/06/23 12:00:00+00,220,125.0,0.0,3,0.0,10730.0,0.0,92.0,0.0
8504,PRINCE EDWARD ISLAND,PE,0,2021/06/23 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8505,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/23 12:00:00+00,1384,1360.0,0.0,7,0.0,157959.0,350.0,13.0,0.0
8506,NEW BRUNSWICK,NB,1,2021/06/23 12:00:00+00,2320,2231.0,7.0,45,0.0,358608.0,494.0,43.0,-6.0
8507,BRITISH COLUMBIA,BC,84,2021/06/23 12:00:00+00,147271,144383.0,120.0,1744,1.0,2890878.0,6316.0,1119.0,-31.0
8508,NOVA SCOTIA,NS,0,2021/06/23 12:00:00+00,5793,5641.0,14.0,92,0.0,917659.0,3520.0,60.0,-14.0
8509,SASKATCHEWAN,SK,32,2021/06/23 12:00:00+00,48537,47365.0,64.0,565,0.0,905867.0,1807.0,607.0,-32.0
8510,ALBERTA,AB,92,2021/06/23 12:00:00+00,231568,227600.0,187.0,2292,2.0,4654476.0,6342.0,1676.0,-97.0
8511,MANITOBA,MB,122,2021/06/23 12:00:00+00,55589,52668.0,190.0,1132,3.0,819809.0,2012.0,1789.0,-71.0
8512,QUEBEC,QC,127,2021/06/23 12:00:00+00,374222,361840.0,165.0,11198,3.0,10227552.0,19126.0,1184.0,-41.0
8513,ONTARIO,ON,255,2021/06/23 12:00:00+00,543019,530894.0,460.0,9093,11.0,15780422.0,27364.0,3032.0,-216.0
8514,NORTHWEST TERRITORIES,NT,0,2021/06/23 12:00:00+00,128,128.0,0.0,0,0.0,24614.0,67.0,0.0,0.0
8515,REPATRIATED CDN,RC,0,2021/06/23 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8516,CANADA,CA,713,2021/06/23 12:00:00+00,1410927,1375107.0,1207.0,26175,20.0,36935394.0,67455.0,9615.0,-508.0
8517,NUNAVUT,NU,0,2021/06/24 12:00:00+00,657,653.0,0.0,4,0.0,17826.0,56.0,0.0,0.0
8518,YUKON,YT,4,2021/06/24 12:00:00+00,224,122.0,-3.0,3,0.0,10867.0,137.0,103.0,11.0
8519,PRINCE EDWARD ISLAND,PE,0,2021/06/24 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8520,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/24 12:00:00+00,1384,1366.0,6.0,7,0.0,158325.0,366.0,7.0,-6.0
8521,NEW BRUNSWICK,NB,2,2021/06/24 12:00:00+00,2322,2236.0,5.0,45,0.0,359288.0,680.0,40.0,-3.0
8522,BRITISH COLUMBIA,BC,75,2021/06/24 12:00:00+00,147346,144466.0,83.0,1747,3.0,2897119.0,6241.0,1111.0,-8.0
8523,NOVA SCOTIA,NS,5,2021/06/24 12:00:00+00,5798,5647.0,6.0,92,0.0,921604.0,3945.0,59.0,-1.0
8524,SASKATCHEWAN,SK,53,2021/06/24 12:00:00+00,48590,47420.0,55.0,565,0.0,907701.0,1834.0,605.0,-2.0
8525,ALBERTA,AB,73,2021/06/24 12:00:00+00,231641,227768.0,168.0,2293,1.0,4660189.0,5713.0,1580.0,-96.0
8526,MANITOBA,MB,103,2021/06/24 12:00:00+00,55692,52843.0,175.0,1134,2.0,821847.0,2038.0,1715.0,-74.0
8527,QUEBEC,QC,96,2021/06/24 12:00:00+00,374318,361952.0,112.0,11202,4.0,10248636.0,21084.0,1164.0,-20.0
8528,ONTARIO,ON,296,2021/06/24 12:00:00+00,543315,531278.0,384.0,9099,6.0,15809936.0,29514.0,2938.0,-94.0
8529,NORTHWEST TERRITORIES,NT,0,2021/06/24 12:00:00+00,128,128.0,0.0,0,0.0,24664.0,50.0,0.0,0.0
8530,REPATRIATED CDN,RC,0,2021/06/24 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8531,CANADA,CA,707,2021/06/24 12:00:00+00,1411634,1376098.0,991.0,26191,16.0,37007052.0,71658.0,9322.0,-293.0
8532,NUNAVUT,NU,0,2021/06/25 12:00:00+00,657,653.0,0.0,4,0.0,17858.0,32.0,0.0,0.0
8533,YUKON,YT,18,2021/06/25 12:00:00+00,242,135.0,13.0,4,1.0,11010.0,143.0,107.0,4.0
8534,PRINCE EDWARD ISLAND,PE,0,2021/06/25 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8535,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/25 12:00:00+00,1384,1366.0,0.0,7,0.0,158584.0,259.0,7.0,0.0
8536,NEW BRUNSWICK,NB,1,2021/06/25 12:00:00+00,2323,2239.0,3.0,45,0.0,359801.0,513.0,38.0,-2.0
8537,BRITISH COLUMBIA,BC,72,2021/06/25 12:00:00+00,147418,144554.0,88.0,1749,2.0,2903876.0,6757.0,1096.0,-15.0
8538,NOVA SCOTIA,NS,16,2021/06/25 12:00:00+00,5814,5662.0,15.0,92,0.0,924968.0,3364.0,60.0,1.0
8539,SASKATCHEWAN,SK,56,2021/06/25 12:00:00+00,48646,47472.0,52.0,565,0.0,909513.0,1812.0,609.0,4.0
8540,ALBERTA,AB,100,2021/06/25 12:00:00+00,231741,227768.0,0.0,2293,0.0,4666289.0,6100.0,1500.0,-80.0
8541,MANITOBA,MB,85,2021/06/25 12:00:00+00,55777,53007.0,164.0,1135,1.0,823640.0,1793.0,1635.0,-80.0
8542,QUEBEC,QC,88,2021/06/25 12:00:00+00,374406,362130.0,178.0,11202,0.0,10267942.0,19306.0,1074.0,-90.0
8543,ONTARIO,ON,256,2021/06/25 12:00:00+00,543571,531571.0,293.0,9101,2.0,15836497.0,26561.0,2899.0,-39.0
8544,NORTHWEST TERRITORIES,NT,0,2021/06/25 12:00:00+00,128,128.0,0.0,0,0.0,24682.0,18.0,0.0,0.0
8545,REPATRIATED CDN,RC,0,2021/06/25 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8546,CANADA,CA,692,2021/06/25 12:00:00+00,1412326,1376904.0,806.0,26197,6.0,37073710.0,66658.0,9025.0,-297.0
8547,NUNAVUT,NU,0,2021/06/26 12:00:00+00,657,653.0,0.0,4,0.0,17858.0,0.0,0.0,0.0
8548,YUKON,YT,22,2021/06/26 12:00:00+00,264,152.0,17.0,4,0.0,11117.0,107.0,111.0,4.0
8549,PRINCE EDWARD ISLAND,PE,0,2021/06/26 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8550,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/26 12:00:00+00,1384,1366.0,0.0,7,0.0,158584.0,0.0,7.0,0.0
8551,NEW BRUNSWICK,NB,1,2021/06/26 12:00:00+00,2324,2245.0,6.0,45,0.0,360410.0,609.0,33.0,-5.0
8552,BRITISH COLUMBIA,BC,0,2021/06/26 12:00:00+00,147418,144554.0,0.0,1749,0.0,2903876.0,0.0,1096.0,0.0
8553,NOVA SCOTIA,NS,11,2021/06/26 12:00:00+00,5825,5671.0,9.0,92,0.0,929025.0,4057.0,62.0,2.0
8554,SASKATCHEWAN,SK,60,2021/06/26 12:00:00+00,48706,47543.0,71.0,566,1.0,911418.0,1905.0,597.0,-12.0
8555,ALBERTA,AB,0,2021/06/26 12:00:00+00,231741,227768.0,0.0,2293,0.0,4666289.0,0.0,1500.0,0.0
8556,MANITOBA,MB,102,2021/06/26 12:00:00+00,55879,53227.0,220.0,1138,3.0,825031.0,1391.0,1514.0,-121.0
8557,QUEBEC,QC,0,2021/06/26 12:00:00+00,374406,362130.0,0.0,11202,0.0,10267942.0,0.0,1074.0,0.0
8558,ONTARIO,ON,346,2021/06/26 12:00:00+00,543917,532074.0,503.0,9114,13.0,15862123.0,25626.0,2729.0,-170.0
8559,NORTHWEST TERRITORIES,NT,0,2021/06/26 12:00:00+00,128,128.0,0.0,0,0.0,24682.0,0.0,0.0,0.0
8560,REPATRIATED CDN,RC,0,2021/06/26 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8561,CANADA,CA,542,2021/06/26 12:00:00+00,1412868,1377730.0,826.0,26214,17.0,37107405.0,33695.0,8723.0,-302.0
8562,NUNAVUT,NU,0,2021/06/27 12:00:00+00,657,653.0,0.0,4,0.0,17858.0,0.0,0.0,0.0
8563,YUKON,YT,0,2021/06/27 12:00:00+00,264,152.0,0.0,4,0.0,11117.0,0.0,111.0,0.0
8564,PRINCE EDWARD ISLAND,PE,0,2021/06/27 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8565,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/27 12:00:00+00,1384,1366.0,0.0,7,0.0,158584.0,0.0,7.0,0.0
8566,NEW BRUNSWICK,NB,1,2021/06/27 12:00:00+00,2325,2254.0,9.0,45,0.0,361045.0,635.0,25.0,-8.0
8567,BRITISH COLUMBIA,BC,0,2021/06/27 12:00:00+00,147418,144554.0,0.0,1749,0.0,2903876.0,0.0,1096.0,0.0
8568,NOVA SCOTIA,NS,3,2021/06/27 12:00:00+00,5828,5678.0,7.0,92,0.0,932283.0,3258.0,58.0,-4.0
8569,SASKATCHEWAN,SK,48,2021/06/27 12:00:00+00,48754,47639.0,96.0,566,0.0,912713.0,1295.0,549.0,-48.0
8570,ALBERTA,AB,0,2021/06/27 12:00:00+00,231741,227768.0,0.0,2293,0.0,4666289.0,0.0,1500.0,0.0
8571,MANITOBA,MB,96,2021/06/27 12:00:00+00,55975,53356.0,129.0,1139,1.0,826662.0,1631.0,1480.0,-34.0
8572,QUEBEC,QC,0,2021/06/27 12:00:00+00,374406,362130.0,0.0,11202,0.0,10267942.0,0.0,1074.0,0.0
8573,ONTARIO,ON,287,2021/06/27 12:00:00+00,544204,532453.0,379.0,9126,12.0,15880647.0,18524.0,2625.0,-104.0
8574,NORTHWEST TERRITORIES,NT,0,2021/06/27 12:00:00+00,128,128.0,0.0,0,0.0,24682.0,0.0,0.0,0.0
8575,REPATRIATED CDN,RC,0,2021/06/27 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8576,CANADA,CA,435,2021/06/27 12:00:00+00,1413303,1378350.0,620.0,26227,13.0,37132748.0,25343.0,8525.0,-198.0
8577,NUNAVUT,NU,0,2021/06/28 12:00:00+00,657,653.0,0.0,4,0.0,18035.0,177.0,0.0,0.0
8578,YUKON,YT,44,2021/06/28 12:00:00+00,308,152.0,0.0,4,0.0,11117.0,0.0,124.0,13.0
8579,PRINCE EDWARD ISLAND,PE,0,2021/06/28 12:00:00+00,206,206.0,0.0,0,0.0,169050.0,0.0,0.0,0.0
8580,NEWFOUNDLAND AND LABRADOR,NL,1,2021/06/28 12:00:00+00,1385,1368.0,2.0,7,0.0,159368.0,784.0,6.0,-1.0
8581,NEW BRUNSWICK,NB,1,2021/06/28 12:00:00+00,2326,2254.0,0.0,45,0.0,361476.0,431.0,26.0,1.0
8582,BRITISH COLUMBIA,BC,131,2021/06/28 12:00:00+00,147549,144848.0,294.0,1754,5.0,2918054.0,14178.0,930.0,-166.0
8583,NOVA SCOTIA,NS,3,2021/06/28 12:00:00+00,5831,5682.0,4.0,92,0.0,935429.0,3146.0,57.0,-1.0
8584,SASKATCHEWAN,SK,17,2021/06/28 12:00:00+00,48771,47737.0,98.0,566,0.0,913689.0,976.0,468.0,-81.0
8585,ALBERTA,AB,109,2021/06/28 12:00:00+00,231850,228294.0,526.0,2295,2.0,4682445.0,16156.0,1261.0,-239.0
8586,MANITOBA,MB,61,2021/06/28 12:00:00+00,56036,53443.0,87.0,1139,0.0,828130.0,1468.0,1454.0,-26.0
8587,QUEBEC,QC,254,2021/06/28 12:00:00+00,374660,362523.0,393.0,11203,1.0,10283754.0,15812.0,934.0,-140.0
8588,ONTARIO,ON,210,2021/06/28 12:00:00+00,544414,532779.0,326.0,9129,3.0,15893718.0,13071.0,2506.0,-119.0
8589,NORTHWEST TERRITORIES,NT,0,2021/06/28 12:00:00+00,128,128.0,0.0,0,0.0,24744.0,62.0,0.0,0.0
8590,REPATRIATED CDN,RC,0,2021/06/28 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8591,CANADA,CA,831,2021/06/28 12:00:00+00,1414134,1380080.0,1730.0,26238,11.0,37199009.0,66261.0,7766.0,-759.0
8592,NUNAVUT,NU,0,2021/06/29 12:00:00+00,657,653.0,0.0,4,0.0,18149.0,114.0,0.0,0.0
8593,YUKON,YT,24,2021/06/29 12:00:00+00,332,152.0,0.0,4,0.0,11117.0,0.0,136.0,12.0
8594,PRINCE EDWARD ISLAND,PE,1,2021/06/29 12:00:00+00,207,206.0,0.0,0,0.0,170325.0,1275.0,1.0,1.0
8595,NEWFOUNDLAND AND LABRADOR,NL,0,2021/06/29 12:00:00+00,1385,1369.0,1.0,7,0.0,159699.0,331.0,5.0,-1.0
8596,NEW BRUNSWICK,NB,3,2021/06/29 12:00:00+00,2329,2258.0,4.0,45,0.0,361977.0,501.0,25.0,-1.0
8597,BRITISH COLUMBIA,BC,29,2021/06/29 12:00:00+00,147578,144931.0,83.0,1754,0.0,2921862.0,3808.0,876.0,-54.0
8598,NOVA SCOTIA,NS,1,2021/06/29 12:00:00+00,5832,5689.0,7.0,92,0.0,937876.0,2447.0,51.0,-6.0
8599,SASKATCHEWAN,SK,52,2021/06/29 12:00:00+00,48823,47791.0,54.0,568,2.0,915114.0,1425.0,464.0,-4.0
8600,ALBERTA,AB,61,2021/06/29 12:00:00+00,231911,228480.0,186.0,2299,4.0,4685899.0,3454.0,1132.0,-129.0
8601,MANITOBA,MB,61,2021/06/29 12:00:00+00,56097,53550.0,107.0,1139,0.0,829192.0,1062.0,1408.0,-46.0
8602,QUEBEC,QC,71,2021/06/29 12:00:00+00,374731,362646.0,123.0,11207,4.0,10298203.0,14449.0,878.0,-56.0
8603,ONTARIO,ON,299,2021/06/29 12:00:00+00,544713,533150.0,371.0,9154,25.0,15922024.0,28306.0,2409.0,-97.0
8604,NORTHWEST TERRITORIES,NT,0,2021/06/29 12:00:00+00,128,128.0,0.0,0,0.0,24789.0,45.0,0.0,0.0
8605,REPATRIATED CDN,RC,0,2021/06/29 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8606,CANADA,CA,602,2021/06/29 12:00:00+00,1414736,1381016.0,936.0,26273,35.0,37256226.0,57217.0,7385.0,-381.0
8607,NUNAVUT,NU,0,2021/06/30 12:00:00+00,657,653.0,0.0,4,0.0,18193.0,44.0,0.0,0.0
8608,YUKON,YT,10,2021/06/30 12:00:00+00,342,208.0,56.0,5,1.0,11541.0,424.0,130.0,-6.0
8609,PRINCE EDWARD ISLAND,PE,0,2021/06/30 12:00:00+00,207,206.0,0.0,0,0.0,170325.0,0.0,1.0,0.0
8610,NEWFOUNDLAND AND LABRADOR,NL,1,2021/06/30 12:00:00+00,1386,1370.0,1.0,7,0.0,160076.0,377.0,5.0,0.0
8611,NEW BRUNSWICK,NB,3,2021/06/30 12:00:00+00,2332,2262.0,4.0,45,0.0,362635.0,658.0,24.0,-1.0
8612,BRITISH COLUMBIA,BC,43,2021/06/30 12:00:00+00,147621,145032.0,101.0,1754,0.0,2927192.0,5330.0,816.0,-60.0
8613,NOVA SCOTIA,NS,4,2021/06/30 12:00:00+00,5836,5689.0,0.0,92,0.0,941859.0,3983.0,55.0,4.0
8614,SASKATCHEWAN,SK,31,2021/06/30 12:00:00+00,48854,47851.0,60.0,568,0.0,916620.0,1506.0,435.0,-29.0
8615,ALBERTA,AB,76,2021/06/30 12:00:00+00,231987,228631.0,151.0,2301,2.0,4692231.0,6332.0,1055.0,-77.0
8616,MANITOBA,MB,70,2021/06/30 12:00:00+00,56167,53631.0,81.0,1141,2.0,830897.0,1705.0,1395.0,-13.0
8617,QUEBEC,QC,126,2021/06/30 12:00:00+00,374857,362756.0,110.0,11210,3.0,10316082.0,17879.0,891.0,13.0
8618,ONTARIO,ON,184,2021/06/30 12:00:00+00,544897,533472.0,322.0,9168,14.0,15949282.0,27258.0,2257.0,-152.0
8619,NORTHWEST TERRITORIES,NT,0,2021/06/30 12:00:00+00,128,128.0,0.0,0,0.0,24820.0,31.0,0.0,0.0
8620,REPATRIATED CDN,RC,0,2021/06/30 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
8621,CANADA,CA,548,2021/06/30 12:00:00+00,1415284,1381902.0,886.0,26295,22.0,37321753.0,65527.0,7064.0,-321.0
8622,NUNAVUT,NU,0,2021/07/01 12:00:00+00,657,653.0,0.0,4,0.0,18193.0,0.0,0.0,0.0
8623,YUKON,YT,15,2021/07/01 12:00:00+00,357,219.0,11.0,5,0.0,11660.0,119.0,133.0,3.0
8624,PRINCE EDWARD ISLAND,PE,0,2021/07/01 12:00:00+00,207,206.0,0.0,0,0.0,170325.0,0.0,1.0,0.0
8625,NEWFOUNDLAND AND LABRADOR,NL,0,2021/07/01 12:00:00+00,1386,1370.0,0.0,7,0.0,160076.0,0.0,5.0,0.0
8626,NEW BRUNSWICK,NB,0,2021/07/01 12:00:00+00,2332,2262.0,0.0,45,0.0,363117.0,482.0,24.0,0.0
8627,BRITISH COLUMBIA,BC,0,2021/07/01 12:00:00+00,147621,145032.0,0.0,1754,0.0,2927192.0,0.0,816.0,0.0
8628,NOVA SCOTIA,NS,4,2021/07/01 12:00:00+00,5840,5697.0,8.0,92,0.0,945677.0,3818.0,51.0,-4.0
8629,SASKATCHEWAN,SK,7,2021/07/01 12:00:00+00,48861,47873.0,22.0,568,0.0,918524.0,1904.0,420.0,-15.0
8630,ALBERTA,AB,0,2021/07/01 12:00:00+00,231987,228631.0,0.0,2301,0.0,4692231.0,0.0,1055.0,0.0
8631,MANITOBA,MB,0,2021/07/01 12:00:00+00,56167,53631.0,0.0,1141,0.0,830897.0,0.0,1395.0,0.0
8632,QUEBEC,QC,93,2021/07/01 12:00:00+00,374950,362850.0,94.0,11214,4.0,10333322.0,17240.0,886.0,-5.0
8633,ONTARIO,ON,0,2021/07/01 12:00:00+00,544897,533472.0,0.0,9168,0.0,15949282.0,0.0,2257.0,0.0
8634,NORTHWEST TERRITORIES,NT,0,2021/07/01 12:00:00+00,128,128.0,0.0,0,0.0,24820.0,0.0,0.0,0.0
8635,REPATRIATED CDN,RC,0,2021/07/01 12:00:00+00,13,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0
